Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,17,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,11,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,35,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,13,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,18,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,24,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,18,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,29,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,7,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,7,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,26,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,13,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,23,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,18,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,6,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,16,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,6,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,27,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,18,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,32,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,27,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,14,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,6,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,8,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,23,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,14,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,11,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,18,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,21,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,17,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,16,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,22,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,11,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,9,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,5
